model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day
Citroën,151501,120,diesel,black,estate,False,True,False,False,True,False,True,119
Renault,300178,120,diesel,white,estate,True,True,False,False,True,False,True,85
Citroën,166496,135,diesel,black,estate,False,True,False,False,True,False,True,118
Citroën,46701,135,diesel,white,estate,False,True,False,False,False,False,True,140
Audi,115902,160,diesel,grey,estate,False,True,False,False,True,False,True,126
Audi,136581,160,diesel,black,estate,True,True,False,False,True,True,True,128
Renault,80589,85,diesel,white,estate,False,False,False,False,False,False,True,115
Peugeot,179537,105,diesel,black,estate,True,True,True,False,True,True,True,109
Renault,143633,135,diesel,white,estate,True,True,False,False,True,False,True,122
Audi,241112,190,diesel,blue,estate,True,True,False,True,True,False,True,105
BMW,184507,280,diesel,silver,estate,True,True,False,True,True,True,True,164
Renault,174319,120,diesel,grey,estate,True,True,False,False,False,False,True,116
Citroën,103034,135,diesel,brown,estate,False,True,False,False,False,False,True,120
BMW,184955,280,diesel,silver,estate,True,True,False,True,True,True,True,154
Citroën,156741,135,diesel,black,estate,False,True,False,False,True,False,True,118
Audi,130588,160,diesel,black,estate,False,True,False,False,False,False,False,120
Peugeot,161449,105,diesel,red,estate,False,True,False,False,False,False,True,94
Citroën,108993,120,diesel,grey,estate,False,True,False,False,True,True,True,120
BMW,145348,280,diesel,blue,estate,False,True,False,True,True,True,True,193
Citroën,135980,120,diesel,grey,estate,True,True,False,False,True,True,True,122
PGO,135564,190,diesel,white,estate,True,True,True,False,False,False,True,132
Audi,166872,160,diesel,grey,estate,True,True,False,False,True,False,True,117
Citroën,200160,120,diesel,blue,estate,False,True,False,False,False,False,True,91
Renault,142887,120,diesel,blue,estate,True,True,False,False,False,False,True,120
Citroën,143806,135,diesel,black,estate,False,True,False,False,True,False,True,123
Audi,115097,160,diesel,black,estate,True,True,False,False,True,False,True,120
Citroën,240562,130,diesel,black,estate,True,True,True,False,True,True,True,84
Renault,81817,85,diesel,grey,estate,False,False,False,False,False,False,True,129
Renault,118282,120,diesel,grey,estate,True,True,False,False,True,False,True,125
Citroën,150702,120,diesel,grey,estate,False,True,False,False,True,False,True,115
Peugeot,146697,100,diesel,blue,estate,False,True,True,False,True,False,True,109
Peugeot,108380,100,diesel,brown,estate,False,True,False,False,False,False,True,105
Audi,197818,230,diesel,black,estate,True,True,True,False,True,False,True,135
Renault,207226,120,diesel,black,estate,True,True,False,False,False,True,True,104
Audi,121671,190,diesel,black,estate,True,True,False,True,True,False,True,151
Citroën,157337,120,diesel,brown,estate,True,True,False,False,False,False,True,84
Renault,167001,135,diesel,grey,estate,True,True,False,False,True,False,True,122
Renault,92554,135,diesel,black,estate,True,True,False,True,True,False,True,162
Audi,232281,150,diesel,grey,estate,True,True,True,False,True,False,True,120
Renault,162222,120,diesel,black,estate,True,True,False,False,True,False,True,117
Audi,213453,160,diesel,black,estate,True,True,True,False,True,False,True,117
Audi,194062,100,diesel,grey,estate,False,True,False,False,True,False,True,110
Renault,184936,120,diesel,brown,estate,True,True,True,False,False,False,True,120
Audi,132979,112,diesel,brown,estate,True,True,False,False,True,True,True,117
Peugeot,141068,105,diesel,black,estate,False,True,False,False,False,False,True,112
Audi,188713,190,diesel,black,estate,True,False,False,False,True,True,True,141
Audi,398043,130,diesel,grey,estate,False,False,False,False,False,False,True,59
Audi,117468,160,diesel,black,estate,True,True,True,False,True,False,True,137
Citroën,134690,135,diesel,grey,estate,True,True,False,True,True,True,True,118
Renault,165356,135,diesel,grey,estate,False,True,False,False,True,False,True,115
Renault,173590,120,diesel,black,estate,True,True,False,False,True,False,True,121
Peugeot,193864,105,diesel,black,estate,False,False,False,False,False,False,True,96
Renault,223680,85,diesel,black,estate,False,True,False,False,False,False,True,86
Audi,157626,189,diesel,grey,estate,True,True,False,False,True,False,True,97
Citroën,178272,135,diesel,white,estate,False,True,False,True,True,False,True,122
Citroën,175266,135,diesel,black,estate,True,True,False,False,True,True,True,117
Citroën,151586,135,diesel,black,estate,False,True,False,False,False,False,True,105
Renault,109195,120,diesel,grey,estate,True,True,True,False,True,False,True,133
Renault,148908,120,diesel,brown,estate,True,True,False,False,False,False,True,124
Renault,96395,135,diesel,blue,estate,True,True,False,False,False,False,True,133
Renault,149502,120,diesel,black,estate,True,True,False,False,False,False,True,99
Citroën,171043,135,diesel,grey,estate,False,True,False,True,False,True,True,116
Citroën,110891,125,petrol,black,estate,True,True,True,False,True,False,True,99
Citroën,95208,135,diesel,grey,estate,False,True,False,False,False,False,False,77
Peugeot,126978,100,diesel,grey,estate,True,True,True,False,False,False,True,106
Audi,148943,100,diesel,brown,estate,True,True,True,False,True,False,True,132
Peugeot,137075,100,diesel,grey,estate,True,False,True,False,False,False,True,109
Citroën,187314,122,diesel,grey,estate,True,True,False,False,True,False,True,112
Audi,191742,105,diesel,brown,estate,True,True,False,False,True,False,True,129
Peugeot,162142,100,diesel,silver,estate,True,True,False,False,False,False,True,99
Renault,34643,120,diesel,black,estate,True,True,False,False,True,False,True,151
Peugeot,195543,105,diesel,white,estate,False,False,False,False,False,False,True,97
Renault,104176,135,diesel,black,estate,True,True,True,False,True,False,True,135
Audi,230365,145,diesel,black,estate,True,True,True,False,True,True,True,85
Citroën,129339,135,diesel,blue,estate,False,True,False,False,False,True,True,112
Citroën,164468,120,diesel,grey,estate,True,True,False,False,False,False,True,103
Peugeot,153721,100,diesel,brown,estate,True,True,False,False,False,False,True,122
Renault,199826,85,diesel,brown,estate,False,False,False,False,False,False,True,82
Citroën,101223,120,diesel,black,estate,True,False,False,False,True,False,True,112
Citroën,188531,120,diesel,black,estate,False,True,True,False,False,False,True,63
Citroën,111959,135,petrol,black,estate,False,True,False,False,True,False,True,93
Audi,160151,190,diesel,blue,estate,False,True,False,False,True,True,True,150
Peugeot,88517,100,diesel,black,estate,True,True,False,False,False,False,True,112
Renault,159788,135,diesel,white,estate,False,True,False,False,True,False,True,128
Citroën,169335,122,diesel,black,estate,True,True,False,False,True,False,True,112
Audi,189614,160,diesel,black,estate,False,True,False,True,False,False,True,142
Renault,172414,120,diesel,grey,estate,True,True,False,False,False,False,True,124
Audi,147699,190,diesel,grey,estate,True,True,False,True,True,True,True,158
Audi,245654,130,diesel,green,estate,True,True,False,False,True,False,True,82
Citroën,119454,135,diesel,grey,estate,False,False,False,False,False,False,False,122
Peugeot,151787,105,diesel,grey,estate,False,False,False,False,False,False,True,91
Renault,66877,135,diesel,white,estate,True,False,True,True,False,True,True,141
Renault,144612,120,diesel,grey,estate,True,True,True,False,True,False,True,123
Renault,143447,135,diesel,black,estate,True,True,False,False,True,True,True,133
Renault,94753,85,diesel,black,estate,False,True,False,False,False,False,True,106
PGO,123173,190,diesel,grey,estate,True,True,True,False,True,True,True,150
Renault,222299,135,diesel,black,estate,True,True,False,False,True,False,True,107
Peugeot,162048,85,diesel,black,estate,True,False,False,False,True,True,True,57
Citroën,157035,120,diesel,brown,estate,True,True,False,False,False,False,True,115
Audi,107751,190,diesel,black,estate,True,True,True,True,True,False,True,169
Citroën,164110,120,diesel,black,estate,True,True,False,False,True,False,True,111
Renault,20353,140,diesel,black,estate,True,True,False,False,True,False,True,130
Citroën,66929,120,diesel,black,estate,True,True,False,False,True,False,True,117
Audi,138988,230,diesel,brown,estate,False,True,False,True,True,False,True,166
Audi,203770,190,diesel,grey,estate,True,True,True,True,True,False,True,132
Renault,148128,135,diesel,grey,estate,True,True,False,True,True,False,True,140
Citroën,182793,135,diesel,black,estate,False,True,False,False,False,False,True,75
Peugeot,125372,105,diesel,blue,estate,False,True,False,False,False,False,True,116
Citroën,162199,130,diesel,grey,estate,True,True,True,False,True,False,True,67
Audi,256774,230,diesel,grey,estate,True,True,True,True,True,True,True,137
PGO,33631,190,diesel,grey,estate,False,False,False,False,False,False,False,156
Audi,49871,190,diesel,black,estate,True,False,False,False,True,False,True,173
Peugeot,190289,105,diesel,white,estate,True,True,False,False,True,False,True,106
Peugeot,106417,100,diesel,grey,estate,True,False,False,False,False,False,True,111
Peugeot,189921,100,diesel,brown,estate,True,True,False,False,False,False,True,100
Citroën,99113,120,diesel,grey,estate,True,True,False,False,True,True,True,118
Peugeot,193105,105,diesel,black,estate,False,True,False,False,True,False,True,105
Renault,130684,135,diesel,grey,estate,True,True,False,False,False,False,True,119
Peugeot,96981,100,petrol,green,estate,True,True,False,False,False,False,True,92
Renault,196890,135,diesel,grey,estate,True,True,False,False,True,False,True,123
Peugeot,118160,100,diesel,grey,estate,True,False,False,False,False,False,True,89
Citroën,169470,135,diesel,grey,estate,False,True,False,False,False,False,True,91
Peugeot,271229,100,diesel,black,estate,True,True,False,False,True,False,True,85
Audi,158308,190,diesel,black,estate,True,True,False,True,True,True,True,153
Renault,186459,85,diesel,white,estate,False,False,False,False,False,False,True,103
Audi,110966,160,diesel,grey,estate,True,True,False,False,False,False,False,123
Renault,131899,85,diesel,black,estate,False,True,False,False,False,False,True,97
Renault,151115,135,diesel,silver,estate,True,True,True,False,False,False,True,124
Peugeot,157363,100,diesel,white,estate,False,True,False,False,False,True,True,112
Citroën,134983,130,diesel,black,estate,False,False,True,False,True,False,True,91
Renault,114589,135,diesel,grey,estate,True,True,True,False,True,True,True,131
Renault,175756,120,diesel,blue,estate,True,True,False,False,True,False,True,125
Audi,205478,155,diesel,black,estate,False,True,False,False,True,False,True,118
Renault,228719,120,diesel,black,estate,False,True,True,True,True,False,True,102
Peugeot,128969,100,diesel,black,estate,False,True,False,False,False,False,True,105
Peugeot,165120,105,diesel,black,estate,False,True,False,False,False,True,True,99
Renault,181703,120,diesel,grey,estate,True,True,False,False,True,False,True,122
Citroën,148574,120,diesel,grey,estate,False,False,False,False,False,False,True,107
Renault,187277,137,diesel,blue,estate,True,True,False,False,True,True,True,120
Audi,186203,190,diesel,black,estate,True,True,False,False,True,True,True,128
Peugeot,45305,100,diesel,blue,estate,True,True,False,False,True,False,True,137
Citroën,146393,135,diesel,brown,estate,True,True,True,False,True,True,True,127
Peugeot,173102,100,diesel,black,estate,True,True,False,False,False,True,True,100
Renault,148966,135,petrol,black,estate,False,True,False,False,False,False,True,109
Audi,249417,190,diesel,black,estate,True,True,False,True,True,False,True,112
Audi,162106,230,diesel,black,estate,True,True,True,True,True,False,True,137
Renault,199890,135,diesel,black,estate,False,True,False,False,True,False,True,125
Citroën,165322,120,diesel,black,estate,True,True,False,False,False,False,True,117
Peugeot,147216,105,diesel,grey,estate,False,True,False,False,True,True,True,118
Renault,175761,135,diesel,black,estate,True,True,True,False,False,True,True,142
Citroën,61306,120,diesel,grey,estate,False,True,True,False,False,False,True,94
Citroën,92482,135,diesel,black,estate,False,True,False,True,False,True,True,142
Audi,185299,190,diesel,blue,estate,True,True,True,False,True,True,True,142
Citroën,260531,110,diesel,grey,estate,False,False,False,False,False,False,True,46
Renault,237366,135,diesel,black,estate,False,True,False,False,False,False,True,112
Peugeot,153033,105,diesel,black,estate,False,True,False,False,True,False,True,73
Peugeot,136442,105,diesel,silver,estate,False,True,False,False,False,False,True,112
Citroën,155283,135,diesel,grey,estate,True,True,False,False,True,False,True,120
Renault,86410,120,diesel,grey,estate,True,True,True,False,True,False,True,125
Peugeot,198436,100,diesel,grey,estate,False,True,False,False,True,False,True,97
Renault,183498,85,diesel,grey,estate,True,True,False,False,False,False,True,103
Audi,237786,150,diesel,grey,estate,True,True,False,False,True,False,True,107
Citroën,162042,135,diesel,blue,estate,True,True,True,True,True,True,True,103
Audi,125242,160,diesel,grey,estate,False,True,False,True,True,False,True,149
Audi,190015,105,diesel,grey,estate,True,True,False,False,True,False,True,128
Renault,168216,85,diesel,black,estate,False,False,False,False,True,True,True,105
Citroën,115366,135,diesel,silver,estate,False,True,False,True,False,False,True,120
Audi,179857,230,diesel,brown,estate,True,True,False,True,True,True,True,169
Audi,156904,190,diesel,grey,estate,True,True,True,False,True,True,True,148
Citroën,165561,120,diesel,blue,estate,False,True,False,False,True,True,True,117
Renault,148559,137,petrol,black,estate,True,True,False,False,True,False,True,116
Renault,180690,85,diesel,grey,estate,False,True,False,False,True,True,True,107
Renault,153854,135,diesel,black,estate,False,True,False,False,True,True,True,123
Renault,50522,120,diesel,grey,estate,True,False,False,False,True,False,True,152
Citroën,293508,110,diesel,grey,estate,True,True,False,False,True,True,True,55
Citroën,137401,135,diesel,black,estate,False,True,False,False,False,False,True,114
Citroën,148479,160,diesel,grey,estate,False,True,False,False,False,True,True,131
Peugeot,155292,105,diesel,white,estate,False,True,False,False,False,False,True,108
Peugeot,159693,100,diesel,grey,estate,True,True,False,False,False,False,True,71
BMW,22871,80,petrol,black,estate,True,False,False,False,False,False,True,117
Renault,70495,85,diesel,brown,estate,False,True,False,False,False,False,True,119
Peugeot,104424,100,diesel,grey,estate,True,True,False,False,False,False,True,110
Peugeot,55722,105,diesel,blue,estate,True,True,False,False,False,False,True,132
Audi,226944,190,diesel,blue,estate,True,True,True,False,True,False,True,139
Renault,240159,135,diesel,white,estate,True,True,False,False,True,False,True,118
Citroën,89158,135,diesel,black,estate,True,True,False,True,True,True,True,140
Peugeot,184496,100,diesel,blue,estate,False,False,False,False,False,False,True,102
Renault,63121,85,diesel,grey,estate,False,True,False,False,False,False,True,112
Peugeot,168356,100,diesel,green,estate,False,True,True,False,False,False,True,84
Citroën,158402,135,diesel,grey,estate,False,True,False,False,True,True,True,117
Citroën,205081,135,diesel,white,estate,False,True,False,False,False,False,True,112
Peugeot,204952,105,diesel,black,estate,False,True,False,False,True,False,True,106
Renault,327416,120,diesel,black,estate,True,True,False,False,True,False,True,107
Peugeot,251669,100,diesel,grey,estate,True,True,False,False,False,False,True,85
Audi,99296,100,diesel,black,estate,False,True,False,False,True,False,True,135
Renault,212165,135,diesel,brown,estate,False,True,False,False,True,False,True,121
Peugeot,229437,100,diesel,grey,estate,True,True,True,False,False,False,True,77
Audi,237376,173,diesel,grey,estate,True,True,False,False,True,False,True,81
Citroën,188634,130,diesel,black,estate,True,True,True,False,True,False,True,92
Renault,206283,135,diesel,black,estate,False,True,False,False,True,False,True,119
Citroën,152018,119,diesel,black,estate,True,True,False,False,True,True,True,112
BMW,174944,150,petrol,grey,estate,True,True,False,False,True,False,True,108
Citroën,171877,120,diesel,black,estate,False,False,True,False,False,False,False,125
Audi,106404,160,diesel,black,estate,False,True,False,False,False,False,True,141
Peugeot,162021,90,diesel,black,estate,False,False,False,False,False,False,True,62
Renault,75783,140,diesel,black,estate,True,True,False,False,True,False,True,166
Renault,120756,135,petrol,grey,estate,False,True,False,False,True,False,True,97
Renault,171292,135,diesel,grey,estate,True,True,False,False,True,True,True,128
Renault,153715,120,diesel,black,estate,True,True,False,False,True,False,True,124
Audi,111132,160,diesel,black,estate,True,True,False,False,True,True,True,130
Citroën,176029,120,diesel,blue,estate,True,True,False,False,False,False,True,109
Renault,128764,120,diesel,blue,estate,True,True,True,False,False,False,True,111
Peugeot,130884,100,diesel,black,estate,True,False,False,False,False,False,True,106
Citroën,123405,135,diesel,black,estate,True,True,False,False,True,True,True,130
Renault,124114,120,diesel,blue,estate,True,True,True,False,False,False,True,126
Peugeot,168833,105,diesel,black,estate,False,True,True,False,False,True,True,110
Citroën,113733,135,diesel,grey,estate,False,False,False,False,False,False,True,96
Peugeot,159209,100,diesel,grey,estate,True,True,False,False,False,False,True,75
Peugeot,155492,100,diesel,black,estate,True,True,False,False,False,False,True,106
Peugeot,157577,105,diesel,white,estate,False,True,True,False,True,False,True,114
Renault,180626,135,diesel,black,estate,False,True,False,False,True,True,True,125
Audi,213067,190,diesel,blue,estate,False,False,False,False,False,False,True,114
Citroën,117442,125,petrol,grey,estate,False,True,True,False,True,False,True,111
Peugeot,121770,105,diesel,white,estate,False,True,False,False,False,False,True,114
Citroën,101156,135,diesel,white,estate,False,True,False,False,False,False,False,122
Citroën,277172,120,diesel,black,estate,True,True,False,False,False,False,True,73
Citroën,127956,135,diesel,white,estate,False,False,False,False,False,False,False,96
BMW,157955,190,petrol,black,estate,True,True,False,False,True,False,True,122
Renault,179630,85,diesel,black,estate,False,True,True,False,False,False,True,99
Citroën,167102,120,diesel,black,estate,True,True,False,False,False,False,True,107
Peugeot,148894,100,diesel,black,estate,True,True,False,False,False,False,True,100
Peugeot,65462,105,diesel,black,estate,True,True,False,False,False,False,True,98
Renault,109651,135,diesel,brown,estate,True,True,True,False,True,False,True,142
Renault,271459,100,diesel,blue,estate,True,False,False,False,False,False,True,35
Citroën,169732,120,diesel,blue,estate,False,True,False,False,True,False,True,121
Audi,107195,190,diesel,grey,estate,True,True,False,False,True,True,True,145
Citroën,280226,110,diesel,grey,estate,False,True,False,False,True,False,True,50
Renault,196475,85,diesel,blue,estate,False,True,False,False,True,True,True,92
Citroën,122160,135,diesel,silver,estate,True,False,False,False,False,False,True,120
Citroën,194982,135,diesel,white,estate,False,True,False,False,False,False,True,110
Peugeot,154038,100,diesel,brown,estate,False,True,False,False,True,False,True,101
Renault,55517,85,diesel,grey,estate,False,True,False,False,False,False,True,106
Citroën,146490,120,diesel,white,estate,True,False,False,False,True,False,True,118
Audi,136951,190,diesel,red,estate,False,True,False,True,False,True,True,168
Peugeot,136751,105,diesel,brown,estate,False,True,True,False,True,True,True,115
Renault,145045,120,diesel,black,estate,True,True,False,False,True,True,True,117
Renault,226224,85,diesel,grey,estate,True,True,False,False,False,False,True,93
Renault,165472,135,diesel,grey,estate,True,True,False,False,True,False,True,122
Renault,158341,120,diesel,grey,estate,True,True,False,False,False,False,True,109
PGO,152862,190,diesel,white,estate,True,True,True,False,True,True,True,138
Citroën,195889,120,diesel,black,estate,True,True,False,False,False,False,True,111
Citroën,79351,135,diesel,grey,estate,True,True,True,True,True,True,True,127
Citroën,236157,135,diesel,blue,estate,False,False,False,False,False,False,True,83
Peugeot,181952,85,diesel,grey,estate,True,False,False,False,False,False,True,60
Peugeot,176054,105,diesel,white,estate,True,True,True,False,False,False,True,120
Audi,208092,160,diesel,black,estate,True,True,True,False,True,True,True,129
Audi,122370,100,diesel,grey,estate,True,True,False,False,True,False,True,132
Peugeot,195075,90,diesel,silver,estate,False,True,True,False,False,False,True,61
Renault,119515,135,diesel,grey,estate,False,True,False,False,True,False,True,141
Peugeot,93702,105,diesel,silver,estate,False,False,False,False,False,False,False,127
Renault,139890,120,diesel,grey,estate,True,True,False,False,True,False,True,123
Citroën,167954,120,diesel,black,estate,False,False,False,False,False,False,True,69
Peugeot,101005,105,diesel,silver,estate,False,False,False,False,True,False,True,84
Citroën,200508,122,diesel,black,estate,False,True,False,False,True,True,True,97
Audi,198941,180,diesel,grey,estate,True,True,True,False,True,False,True,132
Audi,124643,230,diesel,grey,estate,True,True,True,False,False,False,True,165
Citroën,201714,122,diesel,black,estate,False,True,False,False,True,False,True,109
Peugeot,150739,105,diesel,black,estate,False,True,False,False,True,False,True,114
Citroën,53159,135,diesel,grey,estate,False,True,False,False,False,False,False,96
Citroën,154203,135,diesel,white,estate,False,False,False,False,False,True,True,108
Peugeot,193416,105,diesel,black,estate,False,True,False,False,True,False,True,105
Citroën,195524,122,diesel,black,estate,True,False,False,False,True,False,True,106
Audi,156934,190,diesel,black,estate,True,True,False,True,True,False,True,154
Peugeot,202533,100,diesel,black,estate,False,True,False,False,False,True,True,103
Renault,86899,85,diesel,blue,estate,False,False,False,False,False,False,False,77
Citroën,159229,120,diesel,brown,estate,False,True,False,False,True,False,True,118
Audi,257223,230,diesel,grey,estate,True,True,True,True,True,True,True,141
Renault,144295,135,diesel,black,estate,True,True,True,True,True,True,True,115
Audi,99561,190,diesel,grey,estate,True,True,True,True,True,False,True,171
Audi,137757,160,diesel,black,estate,True,True,False,True,True,True,True,154
Citroën,131121,135,diesel,black,estate,False,True,False,False,True,False,True,128
PGO,247305,170,diesel,black,estate,True,False,False,False,False,False,True,74
Peugeot,172193,105,diesel,blue,estate,False,False,False,False,False,False,True,102
Peugeot,200734,105,diesel,black,estate,False,True,False,False,True,False,True,112
Renault,186501,120,diesel,blue,estate,True,True,False,False,False,False,True,114
Renault,153987,135,diesel,black,estate,False,True,False,False,True,True,True,132
Peugeot,129294,100,diesel,brown,estate,False,True,False,False,False,False,True,97
Audi,261240,150,diesel,black,estate,True,True,True,False,True,True,True,119
Renault,128219,135,diesel,white,estate,True,True,True,False,True,True,True,129
Peugeot,185424,105,diesel,blue,estate,False,True,False,False,False,False,True,97
Renault,186382,120,diesel,silver,estate,True,True,False,False,False,False,True,114
Citroën,157416,135,diesel,black,estate,False,True,False,False,True,True,True,109
Citroën,171792,135,diesel,white,estate,False,True,False,False,True,True,True,117
Peugeot,152402,105,diesel,silver,estate,False,True,False,False,False,False,True,114
Peugeot,86539,95,petrol,black,estate,True,False,False,False,True,False,True,60
Renault,130671,140,diesel,blue,estate,True,True,False,True,True,False,True,132
Citroën,156321,120,diesel,brown,estate,True,True,False,False,False,False,True,115
Peugeot,173701,100,diesel,black,estate,False,True,False,False,False,False,True,110
Citroën,170381,135,diesel,silver,estate,True,True,False,False,False,False,True,10
Peugeot,179240,105,diesel,silver,estate,False,True,True,False,False,True,True,106
Audi,110058,230,diesel,grey,estate,True,True,True,True,True,False,True,148
Citroën,129214,120,diesel,blue,estate,False,True,False,False,True,False,True,105
Citroën,132589,135,diesel,grey,estate,True,True,False,False,False,False,True,112
Peugeot,207196,105,diesel,blue,estate,False,True,False,True,False,False,True,102
Citroën,148475,120,diesel,brown,estate,False,False,False,False,False,False,False,103
Renault,190806,135,diesel,white,estate,True,True,False,False,True,False,True,141
Citroën,181976,120,diesel,blue,estate,True,True,False,False,True,True,True,97
Peugeot,198531,100,diesel,silver,estate,False,True,False,False,False,False,True,91
Citroën,284984,110,diesel,grey,estate,True,False,False,False,True,False,True,35
Citroën,179203,122,diesel,black,estate,False,True,False,False,True,False,True,120
Renault,139012,135,diesel,grey,estate,True,True,False,False,True,True,True,127
Citroën,167347,135,diesel,grey,estate,False,False,False,False,True,False,True,115
Citroën,209591,122,diesel,blue,estate,True,True,False,False,True,False,True,111
Citroën,202580,130,diesel,black,estate,True,False,False,False,False,False,True,88
Renault,165331,135,diesel,black,estate,True,True,True,False,True,True,True,120
Audi,111060,190,diesel,blue,estate,True,True,True,False,True,True,True,139
Renault,232842,135,diesel,black,estate,True,True,True,False,True,True,True,112
Citroën,166671,122,diesel,white,estate,True,True,False,False,True,False,True,111
Peugeot,170185,100,diesel,white,estate,False,False,False,False,False,True,True,102
Peugeot,166841,100,diesel,blue,estate,True,True,False,False,False,False,True,104
Renault,165222,85,diesel,black,estate,False,True,False,False,False,False,True,109
Renault,362902,120,diesel,silver,estate,True,True,False,False,True,False,True,102
Renault,145014,135,diesel,black,estate,True,True,False,True,True,True,True,136
Renault,136924,140,diesel,black,estate,True,True,False,False,True,True,True,139
Audi,232732,150,diesel,grey,estate,True,True,True,False,True,False,True,120
Audi,99012,190,diesel,grey,estate,False,True,True,False,True,True,True,173
Audi,196511,155,diesel,blue,estate,True,True,False,False,True,False,True,124
Citroën,101974,135,diesel,grey,estate,False,False,False,False,False,False,True,122
Peugeot,153228,100,diesel,grey,estate,True,True,False,False,False,False,True,105
BMW,157554,180,petrol,grey,estate,True,True,False,False,True,False,True,120
Peugeot,216973,90,diesel,black,estate,True,True,False,False,False,False,True,65
Citroën,122263,122,diesel,black,estate,True,True,False,False,True,False,True,114
Citroën,175444,135,diesel,black,estate,False,True,False,False,False,False,True,101
Audi,181186,105,diesel,grey,estate,False,True,False,False,True,False,True,127
Peugeot,85188,100,diesel,brown,estate,True,True,False,False,False,False,True,123
Citroën,164299,120,diesel,black,estate,False,False,False,False,False,True,True,86
Citroën,175647,135,diesel,white,estate,False,True,True,True,True,False,True,114
Peugeot,98200,100,diesel,black,estate,False,True,False,False,False,False,True,118
Renault,159844,135,diesel,black,estate,True,True,True,False,True,False,True,131
Citroën,80929,135,diesel,black,estate,True,True,False,True,True,True,True,133
Citroën,204930,122,diesel,white,estate,True,True,False,False,True,False,True,112
Renault,135538,120,diesel,grey,estate,True,True,False,False,True,False,True,117
Audi,178947,190,diesel,grey,estate,True,True,True,True,True,False,True,128
Peugeot,178723,105,diesel,black,estate,False,True,False,False,False,False,True,94
Citroën,114698,120,diesel,silver,estate,False,True,False,False,False,True,True,134
Renault,165114,120,diesel,grey,estate,True,True,True,False,True,False,True,128
Citroën,81401,135,diesel,blue,estate,False,True,False,False,True,True,True,121
Peugeot,131640,105,diesel,black,estate,False,False,False,False,True,True,True,104
Renault,183563,135,diesel,white,estate,False,True,False,False,True,True,True,135
Renault,184850,135,diesel,grey,estate,False,True,False,True,True,False,True,146
PGO,170820,190,diesel,black,estate,True,True,False,False,True,True,True,142
Renault,121982,137,petrol,grey,estate,True,True,True,False,True,True,True,104
Citroën,189441,120,diesel,silver,estate,True,True,False,False,True,True,True,122
Peugeot,168930,105,diesel,white,estate,False,True,False,False,True,True,True,108
Peugeot,222246,100,diesel,brown,estate,True,True,False,False,True,False,True,97
Peugeot,163066,100,diesel,black,estate,False,True,False,False,False,False,True,106
Peugeot,83190,100,petrol,blue,estate,True,True,False,False,False,False,True,80
Citroën,173262,135,diesel,blue,estate,False,True,False,False,True,False,True,109
Renault,160403,135,diesel,grey,estate,False,True,False,False,True,False,True,127
Citroën,127234,120,diesel,blue,estate,False,True,False,False,False,True,True,114
Peugeot,216231,100,diesel,grey,estate,True,True,False,False,False,False,True,98
Citroën,208363,120,diesel,red,estate,False,True,False,False,True,True,True,106
Peugeot,229327,100,diesel,grey,estate,True,True,True,False,False,False,True,78
BMW,59468,180,petrol,blue,estate,True,True,False,False,False,False,True,151
Citroën,128511,135,diesel,black,estate,False,True,False,True,True,True,True,122
Renault,136729,135,diesel,black,estate,False,True,False,False,True,False,True,140
Peugeot,125857,105,diesel,white,estate,True,True,True,False,True,True,True,120
Renault,141739,135,diesel,black,estate,False,True,False,False,True,False,True,135
Renault,188567,135,diesel,black,estate,False,True,False,False,True,False,True,127
PGO,178928,180,diesel,black,estate,True,True,False,False,True,True,True,106
Citroën,103360,120,diesel,white,estate,True,True,False,False,True,True,True,123
Audi,105150,220,diesel,blue,estate,True,True,True,False,True,False,True,133
Renault,171472,135,diesel,grey,estate,True,True,False,False,False,False,True,123
Citroën,184223,120,diesel,white,estate,False,True,False,False,False,True,True,111
Renault,194223,120,diesel,grey,estate,True,True,False,False,False,False,True,106
Citroën,161003,135,diesel,black,estate,False,True,False,False,True,True,True,117
Audi,105880,160,diesel,black,estate,False,True,False,False,False,False,True,150
Renault,152942,85,diesel,black,estate,False,True,False,False,False,False,True,102
Renault,153439,140,diesel,white,estate,True,True,False,True,True,False,True,148
Renault,142522,120,diesel,grey,estate,True,True,False,False,False,False,True,118
Citroën,142056,120,diesel,grey,estate,False,True,False,False,False,True,True,120
Peugeot,131697,105,diesel,grey,estate,False,True,True,False,False,False,True,120
Audi,121880,190,diesel,grey,estate,True,True,True,False,True,True,True,150
Renault,151859,85,diesel,grey,estate,False,True,False,False,False,False,True,77
Citroën,193202,120,diesel,black,estate,False,False,False,False,False,False,False,113
Citroën,168748,120,diesel,grey,estate,True,True,False,False,True,True,True,114
Citroën,274948,135,diesel,grey,estate,True,True,False,False,False,False,True,103
Audi,136647,230,diesel,beige,estate,True,True,True,True,False,True,True,169
Audi,268025,155,diesel,black,estate,True,True,False,False,False,False,True,69
Audi,210139,150,diesel,grey,estate,False,True,False,False,True,False,True,117
Renault,210769,135,diesel,black,estate,True,True,False,False,False,False,True,135
Renault,81603,85,diesel,black,estate,True,True,False,False,False,False,True,85
Peugeot,183743,100,diesel,blue,estate,False,True,False,False,False,False,True,102
Peugeot,154764,105,diesel,black,estate,False,False,False,False,False,False,True,103
